,Kod stacji,Nazwa stacji,Rok,Średnia temperatura maksymalna [°C],Średnia temperatura minimalna,Minimalna temperatura przy gruncie [°C],Miesieczna suma opadów,Liczba dni z opadem deszczu,Średnia miesięczna wilgotność względna [%]
300,250210050,ŚWIĘTY KRZYŻ,2020,20.125,11.35,4.2749999999999995,89.675,14.75,75.05
301,250210050,ŚWIĘTY KRZYŻ,2021,20.3,12.375,4.9,101.85,15.25,75.575
302,250210050,ŚWIĘTY KRZYŻ,2022,21.7,12.85,5.675000000000001,53.975,10.0,69.4
303,250210050,ŚWIĘTY KRZYŻ,2023,20.75,12.25,4.275,78.60000000000001,14.5,71.95
304,250210130,STASZÓW,2015,24.175,10.85,0.0,51.349999999999994,9.75,0.0
305,250210130,STASZÓW,2016,24.225,10.75,0.0,33.225,10.0,0.0
306,250210130,STASZÓW,2017,24.1,10.6,0.0,48.6,11.5,0.0
307,250210130,STASZÓW,2018,25.200000000000003,12.425,0.0,65.1,12.25,0.0
308,250210130,STASZÓW,2019,24.3,11.825,0.0,63.75,12.75,0.0
309,250210130,STASZÓW,2020,23.475,10.425,0.0,57.0,15.5,0.0
310,250210130,STASZÓW,2021,23.525,11.2,0.0,108.85,15.0,0.0
311,250210130,STASZÓW,2022,25.2,10.8,0.0,40.65,10.25,0.0
312,250210130,STASZÓW,2023,23.55,10.975,0.0,105.725,13.0,0.0
313,250210180,CHORZELÓW,2015,25.125,10.8,0.0,55.8,11.0,68.15
314,250210180,CHORZELÓW,2016,24.775,11.55,0.0,63.0,11.75,71.675
315,250210180,CHORZELÓW,2017,24.625,11.35,0.0,66.925,13.75,71.15
316,250210180,CHORZELÓW,2018,25.475,12.125,0.0,94.5,14.0,71.55000000000001
317,250210180,CHORZELÓW,2019,25.025,11.95,0.0,79.15,11.75,71.075
318,250210180,CHORZELÓW,2020,23.85,10.55,0.0,77.525,14.75,73.275
319,250210180,CHORZELÓW,2021,24.1,12.3,0.0,95.025,13.75,72.75
320,250210180,CHORZELÓW,2022,25.675,11.899999999999999,0.0,64.65,9.5,66.6
321,250210240,ZAWADA,2015,24.725,11.850000000000001,3.0,70.675,10.0,0.0
322,250210240,ZAWADA,2016,24.175,11.825,4.35,91.225,12.75,0.0
323,250210240,ZAWADA,2017,24.025,11.9,3.0250000000000004,81.32499999999999,12.5,0.0
324,250210240,ZAWADA,2018,25.3,13.3,4.05,75.75,14.5,0.0
325,250210240,ZAWADA,2019,24.625,13.525,4.825,96.80000000000001,12.75,0.0
326,250210240,ZAWADA,2020,23.55,11.65,3.25,68.925,13.75,0.0
327,250210240,ZAWADA,2021,23.95,12.475,3.975,102.7,14.5,0.0
328,250210240,ZAWADA,2022,26.0,12.95,2.375,45.0,9.0,0.0
329,250220120,JAROCIN,2015,24.474999999999998,10.875,0.0,52.325,10.25,0.0
330,250220120,JAROCIN,2016,23.85,10.575,0.0,96.675,11.25,0.0
331,250220120,JAROCIN,2017,23.875,10.825,0.0,73.45,10.5,0.0
332,250220120,JAROCIN,2018,25.45,11.85,0.0,80.925,13.5,0.0
333,250220120,JAROCIN,2019,24.75,12.125,0.0,61.6,11.0,0.0
334,250220120,JAROCIN,2020,23.525000000000002,11.075,0.0,86.0,14.25,0.0
335,250220120,JAROCIN,2021,23.675,11.725,0.0,103.95,13.75,0.0
336,250220120,JAROCIN,2022,25.2,10.675,0.0,71.225,9.75,0.0
337,250220120,JAROCIN,2023,23.725,11.1,0.0,75.25,12.5,0.0
338,250230070,TOMASZÓW LUBELSKI,2015,24.225,10.45,0.0,51.175000000000004,9.75,0.0
339,250230070,TOMASZÓW LUBELSKI,2016,23.7,10.825,0.0,63.025,10.25,0.0
340,250230070,TOMASZÓW LUBELSKI,2017,23.675,10.9,0.0,56.3,12.75,0.0
341,250230160,CIESZANÓW,2015,24.35,10.9,3.0,53.9,9.75,69.5
342,250230160,CIESZANÓW,2016,23.9,10.875,3.325,66.57499999999999,10.5,72.875
343,250230160,CIESZANÓW,2017,24.125,10.975,0.675,48.525,12.25,72.45
344,250230160,CIESZANÓW,2018,24.700000000000003,12.125,4.65,80.05000000000001,14.5,75.25
345,250230160,CIESZANÓW,2019,24.225,11.25,2.95,73.975,13.25,74.475
346,250230160,CIESZANÓW,2020,22.975,10.675,1.9500000000000002,116.6,15.5,76.375
347,250230160,CIESZANÓW,2021,23.474999999999998,11.35,3.225,76.625,14.75,75.875
348,250230160,CIESZANÓW,2022,25.175,10.375,2.6,33.75,9.25,67.1
349,250230160,CIESZANÓW,2023,23.775,11.0,1.7,77.475,13.0,55.05
350,250240010,STRZYŻÓW,2015,24.375,11.15,2.95,49.6,8.5,0.0
351,250240010,STRZYŻÓW,2016,24.675,11.15,3.15,53.425,8.75,0.0
352,250240010,STRZYŻÓW,2017,24.55,11.175,2.0999999999999996,47.175,11.5,0.0
353,250240010,STRZYŻÓW,2018,24.975,12.75,3.975,94.4,12.25,0.0
354,250240010,STRZYŻÓW,2019,24.425,12.675,3.95,77.025,11.0,0.0
355,250240010,STRZYŻÓW,2020,23.65,11.65,2.875,93.25,15.0,0.0
356,250240010,STRZYŻÓW,2021,23.975,12.125,4.05,76.55,13.0,0.0
357,250240010,STRZYŻÓW,2022,24.675,11.05,4.4,61.875,9.0,0.0
358,250240010,STRZYŻÓW,2023,23.825,11.325,2.95,79.85,12.0,0.0
359,251150060,CEBER,2015,25.05,11.05,1.225,38.075,12.5,0.0
360,251150060,CEBER,2016,24.1,10.8,4.65,80.125,15.0,0.0
361,251150060,CEBER,2017,23.9,11.075,3.3,99.425,15.0,0.0
362,251150060,CEBER,2018,26.15,12.475,2.275,42.75,10.25,0.0
363,251150060,CEBER,2019,25.35,12.0,2.225,41.45,10.5,0.0
364,251150060,CEBER,2020,23.85,11.1,0.925,60.075,13.0,0.0
365,251150060,CEBER,2021,23.05,11.875,2.35,75.025,11.25,0.0
366,251150060,CEBER,2022,25.75,11.575,-1.1,59.900000000000006,8.75,0.0
367,251150060,CEBER,2023,24.625,10.875,0.19999999999999996,62.9,12.0,0.0
368,251160320,RADZYŃ,2015,24.575,12.05,1.0499999999999998,40.1,11.5,65.275
369,251160320,RADZYŃ,2016,23.675,12.2,3.925,71.175,12.75,71.4
370,251160320,RADZYŃ,2017,23.375,12.15,3.15,86.15,14.25,72.5
371,251160320,RADZYŃ,2018,25.525,12.825,4.425,38.0,8.75,63.825
372,251160320,RADZYŃ,2019,24.825,12.575,3.325,47.725,10.5,65.3
373,251160320,RADZYŃ,2020,23.325,11.65,4.2,54.6,14.0,67.35
374,251160320,RADZYŃ,2021,23.175,12.225000000000001,4.375,86.075,13.75,69.625
375,251160320,RADZYŃ,2022,25.4,12.55,3.175,65.925,7.75,62.475
376,251160320,RADZYŃ,2023,23.975,11.225,1.85,66.525,11.5,66.075
377,251170090,SMOLICE,2015,25.0,11.75,1.85,34.25,10.5,0.0
378,251170090,SMOLICE,2016,24.375,12.0,4.225,63.224999999999994,10.25,0.0
379,251170090,SMOLICE,2017,23.85,11.775,2.8,65.925,15.0,0.0
380,251170090,SMOLICE,2018,25.8,13.350000000000001,4.925,64.725,8.75,0.0
381,251170090,SMOLICE,2019,24.975,12.525,2.4000000000000004,44.775,10.75,0.0
382,251170090,SMOLICE,2020,23.25,11.2,2.825,78.975,11.5,0.0
383,251190050,PUCZNIEW,2015,24.7,11.075,0.6500000000000001,30.475,12.25,0.0
384,251190050,PUCZNIEW,2016,24.025,11.175,2.3,54.05,13.5,0.0
385,251190050,PUCZNIEW,2017,23.2,10.925,2.2,61.699999999999996,14.75,0.0
386,251190050,PUCZNIEW,2018,25.25,11.875,2.325,64.125,10.0,0.0
387,251190050,PUCZNIEW,2019,24.7,12.075,2.15,42.325,9.75,0.0
388,251190050,PUCZNIEW,2020,22.65,11.35,1.85,87.05000000000001,13.75,0.0
389,251190050,PUCZNIEW,2021,24.175,11.925,3.9,96.875,13.5,0.0
390,251190050,PUCZNIEW,2022,25.375,12.3,2.3,75.3,11.25,0.0
391,251190050,PUCZNIEW,2023,25.299999999999997,11.975,0.42500000000000027,42.425,11.25,0.0
392,251200030,SKIERNIEWICE,2015,24.275,10.875,1.725,34.425,10.25,64.325
393,251200030,SKIERNIEWICE,2016,23.975,11.100000000000001,2.725,79.775,12.0,71.225
394,251200030,SKIERNIEWICE,2017,23.35,11.775,2.825,75.89999999999999,13.5,52.575
395,251200030,SKIERNIEWICE,2018,25.65,12.375,3.375,67.325,9.75,65.425
396,251200030,SKIERNIEWICE,2019,25.525,11.55,3.05,51.35,10.25,67.35
397,251200030,SKIERNIEWICE,2020,22.975,10.3,3.875,92.1,13.25,70.375
398,251200030,SKIERNIEWICE,2021,23.225,10.5,4.675000000000001,104.725,12.25,71.25
399,251200030,SKIERNIEWICE,2022,24.3,12.7,3.675,82.15,11.0,69.35
400,251200030,SKIERNIEWICE,2023,24.05,12.225,2.7750000000000004,57.6,10.5,64.675
401,251210040,JARCZEW,2015,24.025,10.95,0.575,42.150000000000006,9.75,74.0
402,251210040,JARCZEW,2016,23.75,10.9,0.32499999999999996,62.45,12.5,79.15
403,251210040,JARCZEW,2017,23.475,10.125,1.275,82.95,11.25,80.875
404,251210040,JARCZEW,2018,25.425,10.85,3.0,57.824999999999996,10.25,82.375
405,251210040,JARCZEW,2019,24.3,10.9,3.0250000000000004,64.35,10.0,76.225
406,251210040,JARCZEW,2020,22.725,10.85,1.6249999999999998,85.375,14.25,79.475
407,251210040,JARCZEW,2021,22.9,11.85,2.525,101.9,14.0,82.125
408,251210040,JARCZEW,2022,23.8,10.95,3.0,55.075,10.25,77.0
409,251210040,JARCZEW,2023,23.425,9.025,0.7750000000000001,61.375,12.0,76.0
410,251210120,PUŁAWY,2015,24.6,12.7,4.8,50.65,10.0,78.675
411,251210120,PUŁAWY,2016,24.4,12.975,4.45,57.5,11.5,75.07499999999999
412,251210120,PUŁAWY,2017,24.025,12.775,4.025,75.55,11.25,70.275
413,251210120,PUŁAWY,2018,25.8,14.225,7.199999999999999,61.925,12.0,67.65
414,251210120,PUŁAWY,2019,24.875,13.625,3.9749999999999996,67.65,11.75,69.0
415,251210120,PUŁAWY,2020,23.45,12.225,3.825,95.075,13.5,85.025
416,251210120,PUŁAWY,2021,23.5,12.45,3.15,118.3,14.75,82.325
417,251210120,PUŁAWY,2022,24.9,12.125,4.1,51.675,9.5,77.7
418,251210120,PUŁAWY,2023,24.425,11.55,2.125,67.15,11.0,81.525
419,251230120,BEZEK,2015,23.975,12.95,3.775,32.5,11.0,0.0
420,252150120,GORZYŃ,2015,23.975,11.5,1.1,37.825,11.5,0.0
421,252150120,GORZYŃ,2016,23.6,12.325,4.175,76.35,11.0,0.0
422,252150120,GORZYŃ,2017,22.4,12.05,1.3250000000000002,123.075,15.75,0.0
423,252150120,GORZYŃ,2018,25.75,13.05,-1.725,34.7,6.75,76.425
424,252150120,GORZYŃ,2019,24.575,12.925,-1.5,50.775,10.0,35.349999999999994
425,252150120,GORZYŃ,2020,23.45,12.1,1.85,56.975,12.75,71.275
426,252150120,GORZYŃ,2021,23.075,12.625,-1.3,75.6,14.0,82.125
427,252150120,GORZYŃ,2022,25.4,12.675,1.025,32.6,10.75,76.3
428,252150120,GORZYŃ,2023,23.875,11.8,1.225,71.30000000000001,12.5,76.925
429,252150270,BABIMOST,2015,24.85,10.425,0.0,43.925000000000004,11.75,66.975
430,252150270,BABIMOST,2016,23.975,10.625,0.0,73.325,11.75,69.9
431,252150270,BABIMOST,2017,24.0,11.15,0.0,87.525,13.0,71.675
432,252150270,BABIMOST,2018,26.3,12.4,0.0,39.475,6.75,61.9
433,252150270,BABIMOST,2019,25.15,11.75,0.0,43.6,9.0,64.65
434,252150270,BABIMOST,2020,23.85,10.85,0.0,41.725,10.0,49.2
435,252150270,BABIMOST,2021,23.2,11.325,0.0,80.3,12.25,69.8
436,252150270,BABIMOST,2022,25.55,11.524999999999999,0.0,38.1,8.0,62.075
437,252150270,BABIMOST,2023,24.125,11.0,0.0,57.4,11.25,64.425
438,252160230,WIELICHOWO,2015,24.65,10.725,0.875,49.55,12.25,0.0
439,252160230,WIELICHOWO,2016,23.725,11.625,4.925,88.275,13.75,0.0
440,252160230,WIELICHOWO,2017,23.025,11.4,2.0,95.22500000000001,15.25,0.0
441,252160230,WIELICHOWO,2018,25.825,12.6,2.825,40.725,8.75,0.0
442,252160230,WIELICHOWO,2019,25.075,11.525,1.675,49.15,10.75,0.0
443,252160230,WIELICHOWO,2020,23.6,10.65,2.5,55.150000000000006,15.0,0.0
444,252160230,WIELICHOWO,2021,23.05,11.5,3.6750000000000003,79.55,15.5,0.0
445,252160230,WIELICHOWO,2022,25.475,11.55,2.15,46.825,10.5,0.0
446,252160230,WIELICHOWO,2023,24.3,10.525,1.975,71.775,12.75,0.0
447,252170210,KÓRNIK,2015,24.55,11.55,2.125,44.125,11.5,66.525
448,252170210,KÓRNIK,2016,24.3,11.875,3.275,88.1,12.25,71.7
449,252170210,KÓRNIK,2017,23.475,12.075,3.25,92.6,15.75,73.05
450,252170210,KÓRNIK,2018,26.075,13.025,2.8249999999999997,72.72500000000001,9.5,66.7
451,252170210,KÓRNIK,2019,25.2,12.45,2.5,45.4,10.25,67.225
452,252180080,KOŁUDA WIELKA,2015,23.475,11.35,3.075,46.35,10.5,67.925
453,252180080,KOŁUDA WIELKA,2016,23.65,13.6,3.4749999999999996,73.02499999999999,12.25,0.0
454,252180080,KOŁUDA WIELKA,2017,22.15,11.5,3.1999999999999997,78.25,14.5,0.0
455,252180080,KOŁUDA WIELKA,2018,25.675,12.75,3.0500000000000003,47.125,10.25,0.0
456,252180080,KOŁUDA WIELKA,2019,24.8,12.775,4.65,43.375,12.75,0.0
457,252180080,KOŁUDA WIELKA,2020,23.025,11.350000000000001,3.7750000000000004,89.125,15.25,0.0
458,252180080,KOŁUDA WIELKA,2021,23.35,12.175,5.800000000000001,69.625,12.0,0.0
459,252180080,KOŁUDA WIELKA,2022,24.95,11.775,4.125,55.25,10.25,0.0
460,252180080,KOŁUDA WIELKA,2023,24.6,11.575,0.4750000000000001,46.0,13.25,0.0
461,252190030,GŁODOWO,2015,23.85,10.6,1.75,33.55,10.0,0.0
462,252190030,GŁODOWO,2016,21.8,8.2,-3.8,26.7,13.0,0.0
463,252200120,LEGIONOWO,2015,24.625,12.15,4.25,28.175,10.75,0.0
464,252200120,LEGIONOWO,2016,24.325,12.7,4.5,71.625,13.5,0.0
465,252200120,LEGIONOWO,2017,23.375,12.225,3.9000000000000004,71.55000000000001,14.75,0.0
466,252200120,LEGIONOWO,2018,26.1,13.924999999999999,5.7,45.474999999999994,10.25,0.0
467,252200120,LEGIONOWO,2019,25.075,13.275,5.25,46.275,11.5,0.0
468,252200120,LEGIONOWO,2020,23.425,12.225000000000001,4.8,107.19999999999999,13.0,0.0
469,252200120,LEGIONOWO,2021,23.525,12.925,5.875,90.875,13.25,0.0
470,252200120,LEGIONOWO,2022,24.975,12.975,5.824999999999999,60.375,9.75,0.0
471,252200120,LEGIONOWO,2023,24.9,12.575,3.625,53.099999999999994,11.25,0.0
472,252200150,WARSZAWA-BIELANY,2015,25.025,13.0,5.325,28.375,11.0,56.3
473,252200150,WARSZAWA-BIELANY,2016,24.525,13.6,5.975,52.65,14.0,61.5
474,252200150,WARSZAWA-BIELANY,2017,23.95,12.775,3.925,79.3,14.0,69.0
475,252200150,WARSZAWA-BIELANY,2018,25.875,13.75,5.8,61.775000000000006,11.0,64.225
476,252200150,WARSZAWA-BIELANY,2019,24.85,13.950000000000001,4.275,59.3,13.5,64.075
477,252200150,WARSZAWA-BIELANY,2020,23.3,12.625,4.175000000000001,105.80000000000001,13.75,69.575
478,252200150,WARSZAWA-BIELANY,2021,23.375,13.425,4.9,113.65,14.75,70.725
479,252200150,WARSZAWA-BIELANY,2022,24.8,13.575,4.65,58.825,10.5,50.475
480,252200150,WARSZAWA-BIELANY,2023,23.900000000000002,11.9,2.9,33.1,7.333333333333333,0.0
481,252200230,WARSZAWA-FILTRY,2015,19.275,10.425,3.6,21.85,7.25,0.0
482,252200230,WARSZAWA-FILTRY,2016,25.05,14.075,5.15,61.05,13.75,0.0
483,252200230,WARSZAWA-FILTRY,2017,24.35,13.425,4.225,75.525,15.5,0.0
484,252200230,WARSZAWA-FILTRY,2018,26.85,15.475,6.75,52.3,9.5,0.0
485,252200230,WARSZAWA-FILTRY,2019,25.675,14.625,6.375,44.65,12.0,0.0
486,252200230,WARSZAWA-FILTRY,2020,24.225,13.4,5.9,105.825,14.0,0.0
487,252200230,WARSZAWA-FILTRY,2021,24.35,13.875,5.5,123.27499999999999,14.0,0.0
488,252200230,WARSZAWA-FILTRY,2022,24.8,14.299999999999999,7.066666666666666,63.5,10.0,0.0
489,252200230,WARSZAWA-FILTRY,2023,25.05,13.825,4.300000000000001,54.95,11.5,0.0
490,252210050,PUŁTUSK,2015,24.55,10.075,1.775,29.3,9.25,66.125
491,252210050,PUŁTUSK,2016,23.95,11.1,2.9000000000000004,76.75,13.0,76.57499999999999
492,252210050,PUŁTUSK,2017,22.925,10.825,1.225,90.075,12.25,77.42500000000001
493,252210050,PUŁTUSK,2018,25.575,12.7,3.075,68.475,10.0,71.575
494,252210050,PUŁTUSK,2019,24.45,11.35,2.225,64.3,10.0,70.325
495,252210050,PUŁTUSK,2020,23.1,10.2,3.2,87.925,11.25,75.525
496,252210050,PUŁTUSK,2021,23.875,11.0,4.075,87.975,14.25,75.55
497,252210050,PUŁTUSK,2022,24.375,11.975000000000001,3.1,55.0,12.75,0.0
498,252210050,PUŁTUSK,2023,24.325000000000003,10.125,3.975,38.475,11.0,0.0
499,252210170,WARSZAWA-OBSERWATORIUM II,2015,18.175,9.975,0.0,0.0,0.0,0.0
500,252210170,WARSZAWA-OBSERWATORIUM II,2016,23.925,13.65,0.0,0.0,0.0,0.0
501,252210170,WARSZAWA-OBSERWATORIUM II,2017,23.175,13.175,0.0,0.0,0.0,0.0
502,252210170,WARSZAWA-OBSERWATORIUM II,2018,25.325,14.8,0.0,0.0,0.0,0.0
503,252210170,WARSZAWA-OBSERWATORIUM II,2019,24.25,14.075,0.0,0.0,0.0,0.0
504,252210170,WARSZAWA-OBSERWATORIUM II,2020,22.925,13.075,0.0,0.0,0.0,0.0
505,252210170,WARSZAWA-OBSERWATORIUM II,2021,23.0,13.65,0.0,0.0,0.0,0.0
506,252210170,WARSZAWA-OBSERWATORIUM II,2022,24.2,13.899999999999999,0.0,0.0,0.0,0.0
507,252210170,WARSZAWA-OBSERWATORIUM II,2023,23.775,13.425,0.0,0.0,0.0,0.0
508,252220030,SZEPIETOWO,2015,23.2,10.075,0.49999999999999994,52.2,11.5,0.0
509,252220030,SZEPIETOWO,2016,22.95,10.675,0.12499999999999994,70.125,12.75,0.0
510,252220030,SZEPIETOWO,2017,22.425,9.45,0.5249999999999999,52.175000000000004,12.25,0.0
511,252220030,SZEPIETOWO,2018,24.675,11.975,3.125,64.05,10.25,0.0
512,252220030,SZEPIETOWO,2019,23.425,11.7,1.5,61.6,12.25,0.0
513,252220030,SZEPIETOWO,2020,22.4,10.95,1.9749999999999999,88.92500000000001,13.25,0.0
514,252220030,SZEPIETOWO,2021,22.325,11.75,3.3499999999999996,113.95,15.0,0.0
515,252220030,SZEPIETOWO,2022,23.25,11.350000000000001,2.0749999999999997,65.7,10.5,0.0
516,252220030,SZEPIETOWO,2023,23.275,11.125,-0.050000000000000266,52.2,11.5,0.0
517,252230120,BIAŁOWIEŻA,2015,23.475,9.575,0.22499999999999998,38.5,13.0,69.775
518,252230120,BIAŁOWIEŻA,2016,22.725,10.65,1.9000000000000001,89.575,13.75,73.225
519,252230120,BIAŁOWIEŻA,2017,22.175,10.125,0.30000000000000004,63.85,12.75,71.35
520,252230120,BIAŁOWIEŻA,2018,24.475,11.5,2.5,57.400000000000006,11.25,69.75
521,252230120,BIAŁOWIEŻA,2019,23.575,10.75,1.15,43.375,11.0,69.77499999999999
522,252230120,BIAŁOWIEŻA,2020,22.55,10.55,1.6,74.975,16.75,71.7
523,252230120,BIAŁOWIEŻA,2021,22.9,11.225,3.45,99.525,16.0,72.625
524,252230120,BIAŁOWIEŻA,2022,23.275,10.55,2.7,67.675,10.0,69.6
525,252230120,BIAŁOWIEŻA,2023,10.45,3.4499999999999997,-1.275,52.7,12.0,51.15
526,252230190,CICIBÓR,2015,21.0,8.5,0.0,60.150000000000006,14.0,0.0
527,253140060,GOLENIÓW,2015,22.325,10.85,0.0,46.725,15.0,0.0
528,253140060,GOLENIÓW,2016,22.95,11.55,0.0,71.375,14.25,0.0
529,253140060,GOLENIÓW,2017,21.65,11.825,0.0,109.27499999999999,17.0,0.0
530,253140060,GOLENIÓW,2018,25.1,12.1,0.0,42.050000000000004,7.0,0.0
531,253140060,GOLENIÓW,2019,23.725,11.7,0.0,57.9,11.75,0.0
532,253140060,GOLENIÓW,2020,22.45,10.75,0.0,32.7,13.75,0.0
533,253140060,GOLENIÓW,2021,22.7,11.375,0.0,47.625,10.25,0.0
534,253140060,GOLENIÓW,2022,23.6,11.45,0.0,47.05,11.5,0.0
535,253140060,GOLENIÓW,2023,22.75,10.425,0.0,59.324999999999996,13.0,0.0
536,253170210,CHRZĄSTOWO,2015,23.15,10.6,1.725,34.375,10.75,0.0
537,253170210,CHRZĄSTOWO,2016,23.025,12.025,1.9500000000000002,83.475,12.75,0.0
538,253170210,CHRZĄSTOWO,2017,21.35,11.525,0.39999999999999997,106.025,16.5,0.0
539,253170210,CHRZĄSTOWO,2018,25.2,13.0,1.425,45.875,8.5,0.0
540,253170210,CHRZĄSTOWO,2019,24.375,12.425,0.875,39.4,12.75,0.0
541,253170210,CHRZĄSTOWO,2020,22.225,11.4,0.8750000000000001,93.05,15.5,0.0
542,253170210,CHRZĄSTOWO,2021,22.5,11.5,2.0,46.975,14.25,0.0
543,253170210,CHRZĄSTOWO,2022,24.075,11.325,0.7749999999999999,42.074999999999996,10.5,0.0
544,253170210,CHRZĄSTOWO,2023,22.975,11.25,0.7000000000000002,61.099999999999994,13.0,0.0
545,253170260,BYDGOSZCZ-SZWEDEROWO,2016,23.675,11.9,1.3000000000000003,67.65,12.0,66.6
546,253180020,RADOSTOWO,2015,22.775,9.4,0.8750000000000001,40.05,11.25,0.0
547,253180020,RADOSTOWO,2016,22.825,11.15,1.425,64.05,12.25,0.0
548,253210130,SZCZYTNO,2015,23.125,9.875,0.6000000000000001,51.15,11.0,0.0
549,253210130,SZCZYTNO,2016,23.15,10.3,1.0499999999999998,64.725,13.5,0.0
550,253210130,SZCZYTNO,2017,22.35,9.75,-0.025000000000000022,56.0,11.0,0.0
551,253210130,SZCZYTNO,2018,24.7,12.049999999999999,2.0999999999999996,79.14999999999999,7.75,0.0
552,253220070,BIEBRZA-PIEŃCZYKÓWEK,2015,22.525,6.925,-3.35,41.65,13.0,72.975
553,253220070,BIEBRZA-PIEŃCZYKÓWEK,2016,22.85,8.35,-2.225,56.225,14.25,77.125
554,253220070,BIEBRZA-PIEŃCZYKÓWEK,2017,21.5,9.075,-3.15,67.775,14.0,76.0
555,253220070,BIEBRZA-PIEŃCZYKÓWEK,2018,24.525,10.925,-1.375,54.05,9.75,72.9
556,253220070,BIEBRZA-PIEŃCZYKÓWEK,2019,23.2,9.225,-2.025,63.075,14.0,74.675
557,253220070,BIEBRZA-PIEŃCZYKÓWEK,2020,22.1,8.875,-2.55,93.75,14.5,80.625
558,253220070,BIEBRZA-PIEŃCZYKÓWEK,2021,22.55,9.55,-0.7999999999999999,82.325,13.75,73.75
559,253220070,BIEBRZA-PIEŃCZYKÓWEK,2022,22.675,8.9,-1.1,75.2,13.5,75.8
560,253220070,BIEBRZA-PIEŃCZYKÓWEK,2023,23.325,8.55,-2.725,41.05,10.25,68.55
561,253220280,NOWY CYDZYN,2015,23.125,10.85,1.6999999999999997,33.75,11.75,67.825
562,253220330,MARIANOWO II,2016,22.424999999999997,11.55,2.075,66.075,14.0,71.625
563,253220330,MARIANOWO II,2017,22.175,10.65,1.075,73.15,11.75,70.9
564,253220330,MARIANOWO II,2018,24.8,12.8,3.8,69.825,9.5,66.875
565,253220330,MARIANOWO II,2019,22.85,11.5,1.7750000000000001,84.42500000000001,12.75,69.35
566,253220330,MARIANOWO II,2020,21.625,11.0,1.9500000000000002,102.5,16.5,71.825
567,253220330,MARIANOWO II,2021,22.35,11.9,3.625,85.7,12.75,71.25
568,253220330,MARIANOWO II,2022,23.05,11.375,2.85,49.199999999999996,11.25,67.7
569,253220330,MARIANOWO II,2023,23.35,11.5,0.07499999999999996,43.175,10.25,63.5
570,253230020,RÓŻANYSTOK,2015,23.1,9.7,1.4249999999999998,40.95,11.25,0.0
571,253230020,RÓŻANYSTOK,2016,22.85,11.325,2.425,62.525,13.0,0.0
572,253230020,RÓŻANYSTOK,2017,21.625,10.225,0.55,72.97500000000001,11.5,0.0
573,253230020,RÓŻANYSTOK,2018,24.8,11.95,2.975,59.3,8.25,0.0
574,253230020,RÓŻANYSTOK,2019,23.45,10.649999999999999,2.225,49.35,11.5,0.0
575,253230020,RÓŻANYSTOK,2020,22.200000000000003,10.175,1.95,73.15,13.5,0.0
576,253230020,RÓŻANYSTOK,2021,22.425,11.725000000000001,4.15,96.0,14.25,0.0
577,253230020,RÓŻANYSTOK,2022,22.875,11.525,3.4250000000000003,81.075,11.0,0.0
578,253230020,RÓŻANYSTOK,2023,23.55,11.2,1.9,54.974999999999994,11.75,0.0
579,254170040,KARŻNICZKA,2015,21.5,9.725,1.1102230246251565e-16,52.6,13.75,0.0
580,254170210,BORUCINO,2015,21.625,10.375,0.5499999999999999,39.975,14.0,70.25
581,254170210,BORUCINO,2016,21.85,11.875,2.7750000000000004,117.4,15.5,73.95
582,254170210,BORUCINO,2017,19.95,11.2,0.75,104.25,14.75,74.35
583,254170210,BORUCINO,2018,23.475,12.875,1.4250000000000003,52.075,10.75,67.675
584,254170210,BORUCINO,2019,21.875,12.225,1.25,72.525,13.0,71.625
585,254170210,BORUCINO,2020,20.55,11.075,0.6,55.7,15.75,71.575
586,254170210,BORUCINO,2021,21.325,12.125,1.475,72.7,13.0,70.4
587,254180090,GDAŃSK-RĘBIECHOWO,2015,20.8,10.425,0.0,34.074999999999996,13.0,0.0
588,254180090,GDAŃSK-RĘBIECHOWO,2016,20.975,11.725,0.0,93.875,12.5,0.0
589,254180090,GDAŃSK-RĘBIECHOWO,2017,19.8,10.775,0.0,104.25,14.0,0.0
590,254180090,GDAŃSK-RĘBIECHOWO,2018,22.925,12.375,0.0,41.65,10.75,0.0
591,254180090,GDAŃSK-RĘBIECHOWO,2019,21.375,11.75,0.0,73.9,12.5,0.0
592,254180090,GDAŃSK-RĘBIECHOWO,2020,20.35,10.725,0.0,63.275,15.5,0.0
593,254180090,GDAŃSK-RĘBIECHOWO,2021,21.325,11.775,0.0,67.975,13.5,0.0
594,254180090,GDAŃSK-RĘBIECHOWO,2022,21.6,11.575,0.0,58.025,12.5,0.0
595,254180090,GDAŃSK-RĘBIECHOWO,2023,21.200000000000003,10.925,0.0,60.425,13.25,0.0
596,254200080,LIDZBARK WARMIŃSKI,2015,22.25,8.675,-0.10000000000000009,42.85,12.0,69.925
597,254200080,LIDZBARK WARMIŃSKI,2016,22.35,8.825,1.15,80.4,14.75,77.825
598,254200080,LIDZBARK WARMIŃSKI,2017,21.1,10.1,-1.5999999999999999,70.525,14.75,75.125
599,254200080,LIDZBARK WARMIŃSKI,2018,24.0,11.425,0.15000000000000013,55.425,11.25,70.85
600,254200080,LIDZBARK WARMIŃSKI,2019,22.525,10.075,0.7999999999999999,67.125,14.0,72.4
601,254200080,LIDZBARK WARMIŃSKI,2020,21.45,9.725,0.20000000000000007,77.275,14.25,73.825
