" 149180020","CHAŁUPKI","Odra (1)","2015","01","1",110,20.100,99.9,"11"
" 149180020","CHAŁUPKI","Odra (1)","2015","01","2",129,31.700,99.9,"11"
" 149180020","CHAŁUPKI","Odra (1)","2015","01","3",211,95.200,99.9,"11"
" 149180020","CHAŁUPKI","Odra (1)","2015","02","1",95,13.900,99.9,"12"
" 149180020","CHAŁUPKI","Odra (1)","2015","02","2",116,23.400,99.9,"12"
" 149180020","CHAŁUPKI","Odra (1)","2015","02","3",128,30.700,99.9,"12"
" 149180020","CHAŁUPKI","Odra (1)","2015","03","1",98,14.900,99.9,"01"
" 149180020","CHAŁUPKI","Odra (1)","2015","03","2",147,44.400,99.9,"01"
" 149180020","CHAŁUPKI","Odra (1)","2015","03","3",224,108.000,99.9,"01"
" 149180020","CHAŁUPKI","Odra (1)","2015","04","1",128,30.500,99.9,"02"
" 149180020","CHAŁUPKI","Odra (1)","2015","04","2",162,56.300,99.9,"02"
" 149180020","CHAŁUPKI","Odra (1)","2015","04","3",259,145.000,99.9,"02"
" 149180020","CHAŁUPKI","Odra (1)","2015","05","1",113,21.500,99.9,"03"
" 149180020","CHAŁUPKI","Odra (1)","2015","05","2",158,51.600,99.9,"03"
" 149180020","CHAŁUPKI","Odra (1)","2015","05","3",206,90.800,99.9,"03"
" 149180020","CHAŁUPKI","Odra (1)","2015","06","1",118,24.300,99.9,"04"
" 149180020","CHAŁUPKI","Odra (1)","2015","06","2",160,53.300,99.9,"04"
" 149180020","CHAŁUPKI","Odra (1)","2015","06","3",218,102.000,99.9,"04"
" 149180020","CHAŁUPKI","Odra (1)","2015","07","1",108,19.200,99.9,"05"
" 149180020","CHAŁUPKI","Odra (1)","2015","07","2",132,33.800,99.9,"05"
" 149180020","CHAŁUPKI","Odra (1)","2015","07","3",217,101.000,99.9,"05"
" 149180020","CHAŁUPKI","Odra (1)","2015","08","1",85,10.200,99.9,"06"
" 149180020","CHAŁUPKI","Odra (1)","2015","08","2",102,16.900,99.9,"06"
" 149180020","CHAŁUPKI","Odra (1)","2015","08","3",129,31.000,99.9,"06"
" 149180020","CHAŁUPKI","Odra (1)","2015","09","1",66,5.410,99.9,"07"
" 149180020","CHAŁUPKI","Odra (1)","2015","09","2",79,8.530,99.9,"07"
" 149180020","CHAŁUPKI","Odra (1)","2015","09","3",104,17.400,99.9,"07"
" 149180020","CHAŁUPKI","Odra (1)","2015","10","1",63,4.810,99.9,"08"
" 149180020","CHAŁUPKI","Odra (1)","2015","10","2",74,7.420,99.9,"08"
" 149180020","CHAŁUPKI","Odra (1)","2015","10","3",107,18.800,99.9,"08"
" 149180020","CHAŁUPKI","Odra (1)","2015","11","1",66,6.120,99.9,"09"
" 149180020","CHAŁUPKI","Odra (1)","2015","11","2",74,7.500,99.9,"09"
" 149180020","CHAŁUPKI","Odra (1)","2015","11","3",107,18.800,99.9,"09"
" 149180020","CHAŁUPKI","Odra (1)","2015","12","1",58,5.270,99.9,"10"
" 149180020","CHAŁUPKI","Odra (1)","2015","12","2",80,9.580,99.9,"10"
" 149180020","CHAŁUPKI","Odra (1)","2015","12","3",95,15.000,99.9,"10"
" 149180300","OLZA","Odra (1)","2015","01","1",134,30.600,99.9,"11"
" 149180300","OLZA","Odra (1)","2015","01","2",146,43.300,99.9,"11"
" 149180300","OLZA","Odra (1)","2015","01","3",228,125.000,99.9,"11"
" 149180300","OLZA","Odra (1)","2015","02","1",127,24.100,99.9,"12"
" 149180300","OLZA","Odra (1)","2015","02","2",136,33.400,99.9,"12"
" 149180300","OLZA","Odra (1)","2015","02","3",152,48.600,99.9,"12"
" 149180300","OLZA","Odra (1)","2015","03","1",129,26.300,99.9,"01"
" 149180300","OLZA","Odra (1)","2015","03","2",165,61.700,99.9,"01"
" 149180300","OLZA","Odra (1)","2015","03","3",275,174.000,99.9,"01"
" 149180300","OLZA","Odra (1)","2015","04","1",140,37.000,99.9,"02"
" 149180300","OLZA","Odra (1)","2015","04","2",180,76.700,99.9,"02"
" 149180300","OLZA","Odra (1)","2015","04","3",306,207.000,99.9,"02"
" 149180300","OLZA","Odra (1)","2015","05","1",144,37.600,99.9,"03"
" 149180300","OLZA","Odra (1)","2015","05","2",177,70.800,99.9,"03"
" 149180300","OLZA","Odra (1)","2015","05","3",224,118.000,99.9,"03"
" 149180300","OLZA","Odra (1)","2015","06","1",138,31.300,99.9,"04"
" 149180300","OLZA","Odra (1)","2015","06","2",176,69.600,99.9,"04"
" 149180300","OLZA","Odra (1)","2015","06","3",228,122.000,99.9,"04"
" 149180300","OLZA","Odra (1)","2015","07","1",134,27.500,99.9,"05"
" 149180300","OLZA","Odra (1)","2015","07","2",157,50.300,99.9,"05"
" 149180300","OLZA","Odra (1)","2015","07","3",267,165.000,99.9,"05"
" 149180300","OLZA","Odra (1)","2015","08","1",124,14.600,99.9,"06"
" 149180300","OLZA","Odra (1)","2015","08","2",131,21.400,99.9,"06"
" 149180300","OLZA","Odra (1)","2015","08","3",157,47.000,99.9,"06"
" 149180300","OLZA","Odra (1)","2015","09","1",115,7.550,99.9,"07"
" 149180300","OLZA","Odra (1)","2015","09","2",121,12.200,99.9,"07"
" 149180300","OLZA","Odra (1)","2015","09","3",127,17.300,99.9,"07"
" 149180300","OLZA","Odra (1)","2015","10","1",102,6.640,99.9,"08"
" 149180300","OLZA","Odra (1)","2015","10","2",117,9.640,99.9,"08"
" 149180300","OLZA","Odra (1)","2015","10","3",126,16.400,99.9,"08"
" 149180300","OLZA","Odra (1)","2015","11","1",105,6.850,99.9,"09"
" 149180300","OLZA","Odra (1)","2015","11","2",117,9.520,99.9,"09"
" 149180300","OLZA","Odra (1)","2015","11","3",122,12.800,99.9,"09"
" 149180300","OLZA","Odra (1)","2015","12","1",116,8.240,99.9,"10"
" 149180300","OLZA","Odra (1)","2015","12","2",122,12.500,99.9,"10"
" 149180300","OLZA","Odra (1)","2015","12","3",128,18.200,99.9,"10"
" 149180010","KRZYŻANOWICE","Odra (1)","2015","01","1",108,31.700,99.9,"11"
" 149180010","KRZYŻANOWICE","Odra (1)","2015","01","2",127,44.400,99.9,"11"
" 149180010","KRZYŻANOWICE","Odra (1)","2015","01","3",217,110.000,99.9,"11"
" 149180010","KRZYŻANOWICE","Odra (1)","2015","02","1",90,21.800,99.9,"12"
" 149180010","KRZYŻANOWICE","Odra (1)","2015","02","2",113,35.200,99.9,"12"
" 149180010","KRZYŻANOWICE","Odra (1)","2015","02","3",140,52.600,99.9,"12"
" 149180010","KRZYŻANOWICE","Odra (1)","2015","03","1",93,23.300,99.9,"01"
" 149180010","KRZYŻANOWICE","Odra (1)","2015","03","2",153,63.100,99.9,"01"
" 149180010","KRZYŻANOWICE","Odra (1)","2015","03","3",285,183.000,99.9,"01"
" 149180010","KRZYŻANOWICE","Odra (1)","2015","04","1",124,41.900,99.9,"02"
" 149180010","KRZYŻANOWICE","Odra (1)","2015","04","2",173,78.300,99.9,"02"
" 149180010","KRZYŻANOWICE","Odra (1)","2015","04","3",310,213.000,99.9,"02"
" 149180010","KRZYŻANOWICE","Odra (1)","2015","05","1",130,45.200,99.9,"03"
" 149180010","KRZYŻANOWICE","Odra (1)","2015","05","2",166,71.200,99.9,"03"
" 149180010","KRZYŻANOWICE","Odra (1)","2015","05","3",230,120.000,99.9,"03"
" 149180010","KRZYŻANOWICE","Odra (1)","2015","06","1",114,35.300,99.9,"04"
" 149180010","KRZYŻANOWICE","Odra (1)","2015","06","2",166,70.800,99.9,"04"
" 149180010","KRZYŻANOWICE","Odra (1)","2015","06","3",230,120.000,99.9,"04"
" 149180010","KRZYŻANOWICE","Odra (1)","2015","07","1",101,27.700,99.9,"05"
" 149180010","KRZYŻANOWICE","Odra (1)","2015","07","2",140,53.600,99.9,"05"
" 149180010","KRZYŻANOWICE","Odra (1)","2015","07","3",271,166.000,99.9,"05"
" 149180010","KRZYŻANOWICE","Odra (1)","2015","08","1",77,14.800,99.9,"06"
